Date,Price,Open,High,Low,Vol.,Change %
11/22/2021,28800,28000,29500,27900,35.71M,0.0323
11/23/2021,28500,28950,28950,28300,10.73M,-0.0104
11/24/2021,30450,28500,30450,28350,67.32M,0.0684
11/25/2021,30650,31000,31250,30350,28.51M,0.0066
11/26/2021,30850,30700,31450,30500,29.14M,0.0065
11/29/2021,29900,30100,30600,29800,38.63M,-0.0308
11/30/2021,28900,30250,30300,28650,35.42M,-0.0334
12/01/2021,29900,28800,29900,28750,19.24M,0.0346
12/02/2021,29300,29900,30050,29300,13.46M,-0.0201
12/03/2021,28000,29400,29550,28000,23.48M,-0.0444
12/06/2021,27000,28000,28400,26400,26.47M,-0.0357
12/07/2021,28050,27300,28100,26900,12.83M,0.0389
12/08/2021,28600,28050,28800,27800,15.75M,0.0196
12/09/2021,28850,28500,28900,28400,11.92M,0.0087
12/10/2021,28600,28850,29050,28400,9.89M,-0.0087
12/13/2021,28650,28600,29000,28350,10.71M,0.0017
12/14/2021,28100,28550,28800,28100,11.43M,-0.0192
12/15/2021,28350,28100,28900,27700,15.19M,0.0089
12/16/2021,28600,28700,28700,28000,11.08M,0.0088
12/17/2021,28300,28650,28700,28000,9.27M,-0.0105
12/20/2021,28650,28250,28700,28150,13.06M,0.0124
12/21/2021,28200,28650,28800,28200,9.48M,-0.0157
12/22/2021,27650,28450,28600,27200,12.05M,-0.0195
12/23/2021,27400,27600,27800,26900,14.27M,-0.009
12/24/2021,28200,27400,28250,27400,10.41M,0.0292
12/27/2021,28100,28450,28450,27850,7.41M,-0.0035
12/28/2021,30050,28250,30050,28050,45.05M,0.0694
12/29/2021,29500,30500,30800,29500,16.20M,-0.0183
12/30/2021,30500,29600,31050,29600,26.16M,0.0339
12/31/2021,31500,30700,32300,30500,35.41M,0.0328
01/04/2022,32100,32000,32850,31700,32.86M,0.019
01/05/2022,32550,31900,32800,31700,36.94M,0.014
01/06/2022,32700,32500,33900,32400,38.54M,0.0046
01/07/2022,31950,32700,32950,31950,28.17M,-0.0229
01/10/2022,31600,31950,32950,31150,28.38M,-0.011
01/11/2022,32450,31800,33300,31700,29.60M,0.0269
01/12/2022,34700,32500,34700,31650,62.42M,0.0693
01/13/2022,34300,35400,36200,34300,43.95M,-0.0115
01/14/2022,35000,33800,35450,33750,26.70M,0.0204
01/17/2022,32600,35500,35600,32600,44.37M,-0.0686
01/18/2022,33900,32600,34500,32550,39.68M,0.0399
01/19/2022,32900,34300,34400,32700,20.80M,-0.0295
01/20/2022,33800,32600,33900,31800,30.98M,0.0274
01/21/2022,34600,33600,35250,33350,39.14M,0.0237
01/24/2022,33300,34400,34950,33000,30.19M,-0.0376
01/25/2022,34700,33100,34800,33000,24.09M,0.042
01/26/2022,35550,35000,36500,34800,48.91M,0.0245
01/27/2022,35400,35300,35950,34750,23.70M,-0.0042
01/28/2022,35550,35200,36200,35200,22.21M,0.0042
02/07/2022,35600,36000,36300,35450,18.65M,0.0014
02/08/2022,35850,35350,36200,35350,18.82M,0.007
02/09/2022,35050,36000,36700,35000,32.93M,-0.0223
