Date,Price,Open,High,Low,Vol.,Change %
6/1/2018,43216,41017,43595,40866,7.57M,5.36%
6/4/2018,44960,42837,45187,42458,4.90M,4.04%
6/5/2018,44429,44429,45187,43747,4.51M,-1.18%
6/6/2018,44808,44050,45263,43671,2.79M,0.85%
6/7/2018,44505,44732,44960,44278,3.24M,-0.68%
6/8/2018,45263,44202,45794,44202,3.44M,1.70%
6/11/2018,44732,45036,45718,44353,3.13M,-1.17%
6/12/2018,43974,44353,44732,42837,3.86M,-1.69%
6/13/2018,45415,43671,45415,43671,2.62M,3.28%
6/14/2018,44050,45415,45415,43974,3.59M,-3.01%
6/15/2018,44732,43595,44732,43519,3.26M,1.55%
6/18/2018,42837,44657,44732,42458,3.14M,-4.24%
6/19/2018,42837,41321,42837,40942,6.57M,0.00%
6/20/2018,44050,43216,44505,42610,3.53M,2.83%
6/21/2018,43216,43974,44126,42761,2.09M,-1.89%
6/22/2018,44505,42534,44505,42079,3.23M,2.98%
6/25/2018,45036,45491,45642,44657,3.08M,1.19%
6/26/2018,44960,44353,45036,43974,1.72M,-0.17%
6/27/2018,43974,44732,45870,43974,3.32M,-2.19%
6/28/2018,43898,43216,44505,43216,2.70M,-0.17%
6/29/2018,43974,43898,44505,43064,1.84M,0.17%
7/2/2018,44050,43595,44278,42003,3.63M,0.17%
7/3/2018,42458,44202,44202,42458,4.28M,-3.61%
7/4/2018,42155,42610,42837,41472,3.13M,-0.71%
7/5/2018,39425,42003,42155,39425,3.66M,-6.48%
7/6/2018,41700,38743,42003,38288,4.39M,5.77%
7/9/2018,40942,41700,42761,40942,1.83M,-1.82%
7/10/2018,40259,42079,42079,40259,1.74M,-1.67%
7/11/2018,38819,39349,39804,37985,4.23M,-3.58%
7/12/2018,39728,38819,40638,38288,1.82M,2.34%
7/13/2018,41548,40411,41624,39425,2.18M,4.58%
7/16/2018,41624,41700,42079,41169,1.66M,0.18%
7/17/2018,42306,40942,42306,40942,2.03M,1.64%
7/18/2018,43595,42306,43595,42306,3.16M,3.05%
7/19/2018,43064,43747,43823,42989,2.17M,-1.22%
7/20/2018,43064,42837,43368,41776,2.81M,0.00%
7/23/2018,42913,43064,44278,42837,3.34M,-0.35%
7/24/2018,43216,43216,43519,42458,2.15M,0.71%
7/25/2018,41927,43444,43519,41927,1.61M,-2.98%
7/26/2018,42989,42003,42989,41321,2.69M,2.53%
7/27/2018,42837,42989,43444,42610,1.25M,-0.35%
7/30/2018,43444,43216,43519,42837,1.64M,1.42%
7/31/2018,44353,43292,44960,43064,4.39M,2.09%
8/1/2018,44429,44808,44884,44278,2.43M,0.17%
8/2/2018,44732,44126,44732,43747,2.37M,0.68%
8/3/2018,44353,45112,45263,44050,2.26M,-0.85%
8/6/2018,44732,44126,45187,44126,2.27M,0.85%
8/7/2018,46628,44581,46931,44429,7.00M,4.24%
8/8/2018,47083,46704,47310,46249,2.80M,0.98%
8/9/2018,46476,47083,47538,46476,3.20M,-1.29%
8/10/2018,48144,46249,48144,46249,4.91M,3.59%
